,sku,cat1,cat2,cat3
6719,302459,Higiene y cuidado personal,Íntima,Compresas
6721,302588,Higiene y cuidado personal,Mascarillas,Higiénicas - Quirúrgicas
6722,302653,Infantil,Chupetes,Chupetes de Latex o Caucho
6723,302737,Cosmética y Belleza,Sol,Protectores solares
6724,302752,Cosmética y Belleza,Facial,Antimanchas
6725,3027925,Infantil,Higiene infantil,Hidratantes
6726,302927,Infantil,Higiene infantil,Esponjas
6727,302935,Infantil,Higiene infantil,Esponjas
6728,3029751,Higiene y cuidado personal,Corporal,Geles
6729,3029754,Higiene y cuidado personal,Corporal,Geles
6730,3029756,Infantil,Higiene infantil,Gel-Champú
6731,3029757,Infantil,Higiene infantil,Gel-Champú
6732,3029771,Higiene y cuidado personal,Corporal,Depilatorios
6733,3029772,Higiene y cuidado personal,Corporal,Depilatorios
6734,303099,Cosmética y Belleza,Facial,Hidratantes
6735,3031114,Infantil,Higiene infantil,Toallitas Bebé
6736,303123.Azul,Infantil,Higiene infantil,Esponjas
6737,303198,Cosmética y Belleza,Facial,Acné
6738,303214,Infantil,Alimentación infantil,Papillas
6739,303321,Cosmética y Belleza,Facial,Antiarrugas
6740,3033368,Higiene y cuidado personal,Corporal,Depilatorios
6741,303388,Cosmética y Belleza,Facial,Hidratantes
6742,303453,Higiene y cuidado personal,Corporal,Desodorantes
6743,3035222,Higiene y cuidado personal,Corporal,Depilatorios
6744,3035259,Higiene y cuidado personal,Corporal,Depilatorios
6745,3035260,Higiene y cuidado personal,Corporal,Depilatorios
6746,3035262,Higiene y cuidado personal,Corporal,Depilatorios
6747,3035427,Higiene y cuidado personal,Corporal,Depilatorios
6748,303610,Cosmética y Belleza,Sol,Protectores solares
6749,303665,Cosmética y Belleza,Facial,Hidratantes
6750,303666,Cosmética y Belleza,Ojos,Contorno de Ojos
6751,303727,Higiene y cuidado personal,Cabello,Tintes de Pelo
6752,303735,Higiene y cuidado personal,Cabello,Tintes de Pelo
6753,303743,Higiene y cuidado personal,Cabello,Tintes de Pelo
6754,303750,Higiene y cuidado personal,Cabello,Tintes de Pelo
6755,303784,Cosmética y Belleza,Facial,Hidratantes
6756,303859,Cosmética y Belleza,Manos,Crema de Manos
6757,303925,Cosmética y Belleza,Manos,Crema de Manos
6758,303933,Infantil,Chupetes,Chupetes de Silicona
6759,303958,Higiene y cuidado personal,Cabello,Champu
6760,303966,Higiene y cuidado personal,Cabello,Antigrasa
6761,303990,Salud,Botiquín,Termómetros
6762,303990.Blanco,Salud,Botiquín,Termómetros
6763,303990.Rosa,Salud,Botiquín,Termómetros
6764,304006,Higiene y cuidado personal,Nariz y oído,Limpieza
6765,304014.BLANCO,Cosmética y Belleza,Uñas,Cortauñas y Tijeras
6766,304055,Infantil,Higiene infantil,Esponjas
6767,304113,Infantil,Lactancia,Sacaleches
6768,304147,Cosmética y Belleza,Facial,Acné
6769,304394,Cosmética y Belleza,Facial,Hidratantes
6770,304410,Cosmética y Belleza,Facial,Hidratantes
6772,304501,Cosmética y Belleza,Facial,Acné
6773,304519,Cosmética y Belleza,Facial,Hidratantes
6774,304535,Higiene y cuidado personal,Dental,Dentífricos
6775,304683,Salud,Salud Sexual,Preservativos
6776,3047004,Higiene y cuidado personal,Corporal,Depilatorios
6777,304758,Salud,Salud Sexual,Preservativos
6778,304956,Higiene y cuidado personal,Nariz y oído,Tapones y protección
6780,305172,Cosmética y Belleza,Facial,Hidratantes
6781,305173,Cosmética y Belleza,Facial,Hidratantes
6782,305174,Cosmética y Belleza,Facial,Hidratantes
6783,305176,Cosmética y Belleza,Facial,Hidratantes
6784,305185,Higiene y cuidado personal,Cabello,Champu
6785,305195,Salud,Salud Sexual,Preservativos
6786,305240,Salud,Botiquín,Golpes y hematomas
6787,305245,Cosmética y Belleza,Ojos,Bolsas en ojos
6788,305246,Cosmética y Belleza,Ojos,Contorno de Ojos
6789,305318,Cosmética y Belleza,Labial,Con Protección Solar
6790,305326,Cosmética y Belleza,Sol,Protectores solares
6791,305355,Salud,Trastornos digestivos ,Flora intestinal y digestión
6792,305356,Higiene y cuidado personal,Dental,Cuidados Especiales
6793,305358,Cosmética y Belleza,Hombres,Afeitado Masculino
6794,305417,Salud,Salud Sexual,Preservativos
6795,305542,Cosmética y Belleza,Facial,Hidratantes
6796,305548,Salud,Aparato Urinario,Incontinencia
6797,305599,Higiene y cuidado personal,Cabello,Champu
6798,305722,Infantil,Higiene infantil,Pieles Atópicas
6799,305771,Higiene y cuidado personal,Dental,Cuidados Especiales
6800,305789,Higiene y cuidado personal,Dental,Dentífricos
6801,305920,Salud,Problemas cardiovasculares y circulación,Colesterol
6802,305939,Cosmética y Belleza,Corporal,Piel Seca y atópica
6803,306042,Higiene y cuidado personal,Facial,Desmaquillantes y limpiadores
6804,306044,Cosmética y Belleza,Facial,Acné
6805,306157,Salud,Descanso y relajación,
6806,306233,Higiene y cuidado personal,Nariz y oído,Limpieza
6807,306274,Higiene y cuidado personal,Cabello,Champu
6808,306308,Higiene y cuidado personal,Íntima,Limpieza
6809,306365,Cosmética y Belleza,Ojos,Bolsas en ojos
6810,306472,Higiene y cuidado personal,Dental,Cepillos
6811,306480,Higiene y cuidado personal,Dental,Dentífricos
6812,306706duplo,Salud,Salud Sexual,Lubricantes
6813,306746,Nutrición,Pérdida de peso,Quemagrasas
6814,307234,Cosmética y Belleza,Manos,Jabón de manos
6816,308056.152223-152223,Higiene y cuidado personal,Íntima,Limpieza
6817,308056.152223-308056,Higiene y cuidado personal,Íntima,Limpieza
6818,308192,Higiene y cuidado personal,Corporal,Geles
6819,308194,Higiene y cuidado personal,Corporal,Geles
6820,308196,Higiene y cuidado personal,Corporal,Geles
6821,308197,Higiene y cuidado personal,Cabello,Champu
6822,308199,Cosmética y Belleza,Corporal,Estrias
6823,308530,Salud,Trastornos digestivos ,Gases
6824,308532,Nutrición,Pérdida de peso,Quemagrasas
6825,308540,Cosmética y Belleza,Corporal,Hidratación
6826,308541,Higiene y cuidado personal,Corporal,Geles
6827,308543,Cosmética y Belleza,Facial,Dermatitis y Eczemas
6828,308756,Higiene y cuidado personal,Dental,Dentífricos
6829,308768,Higiene y cuidado personal,Dental,Cuidados Especiales
6830,308769,Salud,Mujer,Embarazo y lactancia
6831,309112,Salud,Problemas cardiovasculares y circulación,Piernas cansadas y varices
6832,30940,Salud,Vitaminas y Minerales,
6833,30941,Salud,Vitaminas y Minerales,
6834,309443,Higiene y cuidado personal,Dental,Dentífricos
6835,309534,Higiene y cuidado personal,Cabello,Champu
6836,309799,Cosmética y Belleza,Sol,Suplementos
6837,309856,Nutrición,Pérdida de peso,Productos sustitutivos y entrehoras
6838,309898,Higiene y cuidado personal,Corporal,Geles
6839,309922,Salud,Botiquín,Quemaduras y cicatrices
6840,309971,Cosmética y Belleza,Sol,Protectores solares
6841,310003,Infantil,Alimentación infantil,Papillas
6842,310060,Cosmética y Belleza,Facial,Antiarrugas
6844,31056,Cosmética y Belleza,Uñas,Quitaesmalte
6845,310603,Higiene y cuidado personal,Cabello,Anticaída
6846,310604,Higiene y cuidado personal,Cabello,Anticaída
6847,310995,Higiene y cuidado personal,Corporal,Esponjas y toallitas corporales
6848,311146,Infantil,Lactancia,Cuidado del Pezón
6849,311147,Infantil,Higiene infantil,Crema pañal
6850,311149,Infantil,Higiene infantil,Gel-Champú
6851,311151,Infantil,Higiene infantil,Hidratantes
6852,311154,Higiene y cuidado personal,Dental,Cuidados Especiales
6853,311161,Higiene y cuidado personal,Dental,Prótesis Dentales
6854,311169,Infantil,Alimentación infantil,Papillas
6855,311170,Infantil,Alimentación infantil,Papillas
6856,311201,Nutrición,Pérdida de peso,Productos sustitutivos y entrehoras
6857,311205,Cosmética y Belleza,Facial,Hidratantes
6858,311240,Higiene y cuidado personal,Cabello,Anticaída
6859,311647,Cosmética y Belleza,Facial,Piel Seca
6860,31179,Cosmética y Belleza,Corporal,Hidratación
6861,311954,Salud,Botiquín,Quemaduras y cicatrices
6862,311955,Cosmética y Belleza,Corporal,Piel Seca y atópica
6863,31231,Cosmética y Belleza,Hombres,Afeitado Masculino
6864,31232,Cosmética y Belleza,Hombres,Afeitado Masculino
6865,31233,Cosmética y Belleza,Hombres,Afeitado Masculino
6866,312346,Infantil,Chupetes,Chupetes de Silicona
6867,312347,Infantil,Chupetes,Chupetes de Latex o Caucho
6868,312349,Infantil,Chupetes,Chupetes de Latex o Caucho
6869,312363,Higiene y cuidado personal,Corporal,Geles
6870,31247,Cosmética y Belleza,Corporal,Hidratación
6871,31273000,Higiene y cuidado personal,Corporal,Esponjas y toallitas corporales
6872,31273053,Higiene y cuidado personal,Corporal,Esponjas y toallitas corporales
6873,31273055,Higiene y cuidado personal,Corporal,Esponjas y toallitas corporales
6874,31273267,Higiene y cuidado personal,Corporal,Esponjas y toallitas corporales
6875,31273314,Higiene y cuidado personal,Íntima,Limpieza
6876,313091,Salud,Botiquín,Quemaduras y cicatrices
6877,31343,Higiene y cuidado personal,Corporal,Desodorantes
6878,31344,Higiene y cuidado personal,Corporal,Desodorantes
6879,313536,Higiene y cuidado personal,Dental,Hilo Dental
6880,313536x2,Higiene y cuidado personal,Dental,Hilo Dental
6881,313544,Cosmética y Belleza,Facial,Rojeces
6882,313585,Higiene y cuidado personal,Dental,Cuidados Especiales
6883,313791,Higiene y cuidado personal,Corporal,Desodorantes
6884,313940,Higiene y cuidado personal,Corporal,Geles
6885,3139436030002,Higiene y cuidado personal,Facial,Mascarillas
6886,313957,Salud,Botiquín,Quemaduras y cicatrices
6887,313973,Salud,Botiquín,Quemaduras y cicatrices
6888,313981,Higiene y cuidado personal,Cabello,Anticaspa
6889,313999,Higiene y cuidado personal,Cabello,Champús especiales
6890,314005,Higiene y cuidado personal,Corporal,Geles
6891,314013,Higiene y cuidado personal,Corporal,Geles
6892,314039,Higiene y cuidado personal,Corporal,Geles
6893,314193,Cosmética y Belleza,Facial,Acné
6894,314194,Cosmética y Belleza,Labial,Hidratantes Labiales
6895,314290,Infantil,Higiene infantil,Colonias
6896,314291,Infantil,Higiene infantil,Colonias
6897,314997,Infantil,Higiene infantil,Costra Láctea
6898,315085,Salud,Ortopedia,Humidificadores
6899,31537,Higiene y cuidado personal,Cabello,Champu
6900,31539,Higiene y cuidado personal,Cabello,Mascarillas
6901,31540,Higiene y cuidado personal,Cabello,Champu
6902,31542,Higiene y cuidado personal,Cabello,Champu
6903,31543,Higiene y cuidado personal,Cabello,Mascarillas
6904,315518,Salud,Óptica,Salud ocular
6905,315599,Higiene y cuidado personal,Cabello,Mascarillas
6906,31560,Higiene y cuidado personal,Facial,Mascarillas
6907,315663,Cosmética y Belleza,Facial,Antiarrugas
6909,315689,Salud,Ortopedia,Lesiones
6910,315864,Cosmética y Belleza,Labial,Antiarrugas
6911,315867,Salud,Aparato Respiratorio,Garganta y tos
6912,3160928651108,Salud,Descanso y relajación,
6913,316687,Salud,Trastornos digestivos ,Estreñimiento
6914,316729,Cosmética y Belleza,Labial,Hidratantes Labiales
6915,316950,Higiene y cuidado personal,Dental,Dentífricos
6916,316963,Higiene y cuidado personal,Dental,Cepillos
6917,316990,Salud,Fertilidad,Fertilidad y concepción
6919,317094,Cosmética y Belleza,Corporal,Piel Seca y atópica
6920,317099,Cosmética y Belleza,Ojos,Contorno de Ojos
6921,317106,Higiene y cuidado personal,Facial,Desmaquillantes y limpiadores
6922,317108,Higiene y cuidado personal,Facial,Desmaquillantes y limpiadores
6923,317109,Higiene y cuidado personal,Facial,Desmaquillantes y limpiadores
6924,317170,Higiene y cuidado personal,Facial,Desmaquillantes y limpiadores
6925,317171,Higiene y cuidado personal,Facial,Desmaquillantes y limpiadores
6926,317202,Higiene y cuidado personal,Dental,Cepillos
6927,317370,Cosmética y Belleza,Sol,After-Sun
6928,31741,Cosmética y Belleza,Facial,Serum
6929,31742,Cosmética y Belleza,Facial,Serum
6930,31743,Cosmética y Belleza,Facial,Antiarrugas
6931,318099,Cosmética y Belleza,Facial,Hidratantes
6932,318162,Cosmética y Belleza,Facial,Antiarrugas
6933,318173,Salud,Salud Sexual,Accesorios
6934,318302,Salud,Salud Sexual,Accesorios
6935,318360,Nutrición,Nutrición específica,Adultos
6936,318378,Cosmética y Belleza,Facial,Acné
6937,318451,Cosmética y Belleza,Facial,Antiarrugas
6938,318618,Higiene y cuidado personal,Dental,Cepillos
6939,318618.duplo,Higiene y cuidado personal,Dental,Cepillos
6940,318642,Higiene y cuidado personal,Dental,Cepillos
6941,318658,Salud,Botiquín,Quemaduras y cicatrices
6942,318816,Higiene y cuidado personal,Cabello,Antigrasa
6943,318824,Higiene y cuidado personal,Íntima,Hidratantes
6944,318915,Cosmética y Belleza,Facial,Antimanchas
6945,319020,Nutrición,Pérdida de peso,Productos sustitutivos y entrehoras
6946,31904,Cosmética y Belleza,Sol,Protectores solares
6947,319040,Salud,Belleza,Cabello | Uñas
6948,319041,Infantil,Higiene infantil,Toallitas Bebé
6949,31905,Cosmética y Belleza,Sol,Protectores solares
6950,319126,Salud,Salud Sexual,Falta de Deseo
6951,319137,Salud,Botiquín,Quemaduras y cicatrices
6952,31949,Cosmética y Belleza,Sol,Protectores solares
6953,319859,Salud,Salud Sexual,Accesorios
6954,319989,Salud,Salud Sexual,Accesorios
6955,32010025,Salud,Vitaminas y Minerales,Suplementos
6956,32010028,Salud,Vitaminas y Minerales,Suplementos
6957,32010035,Salud,Vitaminas y Minerales,Suplementos
6958,32010039,Salud,Vitaminas y Minerales,Suplementos
6959,32010040,Salud,Vitaminas y Minerales,Suplementos
6961,320127.acoche,Infantil,Biberones,Biberones
6962,320127.Rosa,Infantil,Biberones,Biberones
6963,320127.Verde,Infantil,Biberones,Biberones
6964,320143,Infantil,Biberones,Biberones
6965,320323,Higiene y cuidado personal,Íntima,Protegeslip
6966,32050031,Salud,Vitaminas y Minerales,Suplementos
6967,32050075,Salud,Vitaminas y Minerales,Jalea real
6968,32050076,Salud,Vitaminas y Minerales,Jalea real
6969,32050077,Salud,Vitaminas y Minerales,Jalea real
6970,32050078,Salud,Vitaminas y Minerales,Jalea real
6971,32050079,Salud,Vitaminas y Minerales,Jalea real
6972,32050081,Salud,Vitaminas y Minerales,Jalea real
6973,32050082,Salud,Vitaminas y Minerales,Jalea real
6977,32050338,Nutrición,Pérdida de peso,Drenajes
6978,32050339,Nutrición,Pérdida de peso,Drenajes
6979,32050341,Nutrición,Pérdida de peso,Productos sustitutivos y entrehoras
6984,32051005,Salud,Ortopedia,Tensiómetros
6985,320564,Higiene y cuidado personal,Nariz y oído,Tapones y protección
6987,320893,Salud,Salud Sexual,Accesorios
6988,320903,Cosmética y Belleza,Corporal,Urticaria y Psoriasis
6989,321246,Salud,Vitaminas y Minerales,
6990,321281,Higiene y cuidado personal,Dental,Cepillos
6991,321299,Nutrición,Pérdida de peso,Drenajes
6992,321463,Higiene y cuidado personal,Facial,Desmaquillantes y limpiadores
6993,321570,Cosmética y Belleza,Uñas,Quitaesmalte
6994,321737,Cosmética y Belleza,Hombres,Afeitado Masculino
6995,3218111,Higiene y cuidado personal,Nariz y oído,Pañuelos
6996,322438,Salud,Ortopedia,Lesiones
6997,322503,Infantil,Higiene infantil,Toallitas Bebé
6998,322511,Salud,Belleza,Antienvejecimiento
6999,322529,Salud,Vitaminas y Minerales,Multivitamínicos
7000,322537,Salud,Problemas cardiovasculares y circulación,Colesterol
7001,322636,Higiene y cuidado personal,Dental,Dentífricos
7002,323154,Infantil,Higiene infantil,Hidratantes
7003,323215,Cosmética y Belleza,Ojos,Contorno de Ojos
7004,323216,Cosmética y Belleza,Labial,Hidratantes Labiales
7005,323238,Salud,Botiquín,Quemaduras y cicatrices
7006,323281,Cosmética y Belleza,Corporal,Hidratación
7007,323282,Higiene y cuidado personal,Corporal,Desodorantes
7008,323283,Higiene y cuidado personal,Corporal,Desodorantes
7009,323303,Higiene y cuidado personal,Cabello,Anticaída
7010,323311,Higiene y cuidado personal,Cabello,Anticaída
7011,323394,Cosmética y Belleza,Sol,After-Sun
7012,323469,Salud,Aromaterapia,Aceites esenciales
7013,323923,Higiene y cuidado personal,Dental,Colutorios
7014,323964,Cosmética y Belleza,Facial,Piel Seca
7015,32412158,Infantil,Higiene infantil,Canastillas y kits bebé
7016,32412161,Infantil,Higiene infantil,Canastillas y kits bebé
7017,324418,Cosmética y Belleza,Uñas,Cortauñas y Tijeras
7018,324426,Higiene y cuidado personal,Corporal,Desodorantes
7019,324434,Cosmética y Belleza,Corporal,Estrias
7020,324517,Cosmética y Belleza,Facial,Maquillajes
7021,324533,Higiene y cuidado personal,Facial,Desmaquillantes y limpiadores
7022,324558,Higiene y cuidado personal,Pies,Callos
7024,324591,Cosmética y Belleza,Facial,Acné
7025,324592,Cosmética y Belleza,Facial,Acné
7026,324598.amarillo,Salud,Botiquín,Termómetros
7027,324598Verde,Salud,Botiquín,Termómetros
7028,324607,Salud,Vitaminas y Minerales,Jalea real
7029,324609,Cosmética y Belleza,Labial,Hidratantes Labiales
7030,324611,Salud,Botiquín,Quemaduras y cicatrices
7031,324612,Infantil,Higiene infantil,Gel-Champú
7032,324613,Higiene y cuidado personal,Pies,Hidratantes Pies
7033,324803,Salud,Aparato Respiratorio,Garganta y tos
7034,324817,Salud,Aparato Urinario,cistitis
7035,324821,Salud,Botiquín,Quemaduras y cicatrices
7036,325004,Cosmética y Belleza,Sol,Protectores solares
7037,325099,Higiene y cuidado personal,Cabello,Mascarillas
7038,325399,Salud,Vitaminas y Minerales,Multivitamínicos
7039,325407,Salud,Vitaminas y Minerales,Multivitamínicos
7040,326231,Cosmética y Belleza,Facial,Acné
7041,326299,Cosmética y Belleza,Facial,Antiarrugas
7042,326405,Salud,Vitaminas y Minerales,Jalea real
7043,3264680006999,Cosmética y Belleza,Sol,Protectores solares
7044,3264680007019,Cosmética y Belleza,Sol,Aceite Solar
7045,326486,Cosmética y Belleza,Corporal,Hidratación
7046,326487,Cosmética y Belleza,Corporal,Hidratación
7047,326494,Salud,Botiquín,Quemaduras y cicatrices
7048,326611,Higiene y cuidado personal,Dental,Cuidados Especiales
7049,326637,Cosmética y Belleza,Facial,Piel Seca
7050,326652,Higiene y cuidado personal,Facial,Mascarillas
7051,326660,Higiene y cuidado personal,Facial,Desmaquillantes y limpiadores
7052,326728,Cosmética y Belleza,Corporal,Hidratación
7053,326736,Cosmética y Belleza,Facial,Hidratantes
7054,326744,Cosmética y Belleza,Corporal,Hidratación
7055,326785,Cosmética y Belleza,Corporal,Hidratación
7056,326785.pack,Cosmética y Belleza,Corporal,Hidratación
7057,326843,Salud,Vitaminas y Minerales,Multivitamínicos
7058,326850,Salud,Vitaminas y Minerales,Multivitamínicos
7059,326864,Infantil,Higiene infantil,Esponjas
7060,326904,Cosmética y Belleza,Facial,Antiarrugas
7061,326906,Cosmética y Belleza,Sol,Protectores solares
7062,326908,Cosmética y Belleza,Sol,Protectores solares
7063,326934,Salud,Vitaminas y Minerales,Jalea real
